TICK    0 @ 0x77E00000 -  IntOff NoOperands; PC++ | PC=3/0x3
TICK  199 - RC<-RC-RF1 | RC=2/0x2 N=0,Z=0,V=0,C=1
TICK  200 @ 0x424AA000 -  ADD MathRIR; PC++ | PC=52/0x34
TICK  201 - RF1<-memI[0x34]; PC++ | RF1=1/0x1
TICK  202 - ROutAddr<-ROutAddr+RF1 | ROutAddr=53/0x35 N=0,Z=0,V=0,C=0
TICK  203 @ 0x83000000 -  JMP JAbsAddr; PC++ | PC=54/0x36
TICK  204 - PC<-memI[0x2C]| PC=44/0x2C
TICK  205 @ 0x51C13A00 -  CMP RegReg; PC++ | PC=45/0x2D
TICK  206 - CMP RC, zero | N=0,Z=0,V=0,C=0; RC=2/0x2 zero=0/0x0
TICK  207 @ 0xC3000000 -  JE JAbsAddr; PC++ | PC=46/0x2E
TICK  208 - RF2<-memI[0x2E]; PC++ | RF2=55/0x37
TICK  209 - no jump | PC=47/0x2F; N=0,Z=0,V=0,C=0
TICK  210 @ 0x05ECA000 -  MOV MvLowRegIndToReg; PC++ | PC=48/0x30
TICK  211 - ROutData <- memD[35] | ROutData=111/0x6F
TICK  212 @ 0x6A820000 -  OUT Byte; PC++ | PC=49/0x31
TICK  213 - port 1 <- ROutData(0x6F) char | [119 104 111 63 32 104 101 108 108 111]
TICK  214 @ 0x46532000 -  SUB MathRIR; PC++ | PC=50/0x32
TICK  215 - RF1<-memI[0x32]; PC++ | RF1=1/0x1
TICK  216 - RC<-RC-RF1 | RC=2/0x2
TICK  216 - RC<-RC-RF1 | RC=1/0x1 N=0,Z=0,V=0,C=1
TICK  217 @ 0x424AA000 -  ADD MathRIR; PC++ | PC=52/0x34
TICK  218 - RF1<-memI[0x34]; PC++ | RF1=1/0x1
TICK  219 - ROutAddr<-ROutAddr+RF1 | ROutAddr=54/0x36 N=0,Z=0,V=0,C=0
TICK  220 @ 0x83000000 -  JMP JAbsAddr; PC++ | PC=54/0x36
TICK  221 - PC<-memI[0x2C]| PC=44/0x2C
TICK  222 @ 0x51C13A00 -  CMP RegReg; PC++ | PC=45/0x2D
TICK  223 - CMP RC, zero | N=0,Z=0,V=0,C=0; RC=1/0x1 zero=0/0x0
TICK  224 @ 0xC3000000 -  JE JAbsAddr; PC++ | PC=46/0x2E
TICK  225 - RF2<-memI[0x2E]; PC++ | RF2=55/0x37
TICK  226 - no jump | PC=47/0x2F; N=0,Z=0,V=0,C=0
TICK  227 @ 0x05ECA000 -  MOV MvLowRegIndToReg; PC++ | PC=48/0x30
TICK  228 - ROutData <- memD[36] | ROutData=44/0x2C
TICK  229 @ 0x6A820000 -  OUT Byte; PC++ | PC=49/0x31
TICK  230 - port 1 <- ROutData(0x2C) char | [119 104 111 63 32 104 101 108 108 111 44]
TICK  231 @ 0x46532000 -  SUB MathRIR; PC++ | PC=50/0x32
TICK  232 - RF1<-memI[0x32]; PC++ | RF1=1/0x1
TICK  233 - RC<-RC-RF1 | RC=1/0x1
TICK  233 - RC<-RC-RF1 | RC=0/0x0 N=0,Z=1,V=0,C=1
TICK  234 @ 0x424AA000 -  ADD MathRIR; PC++ | PC=52/0x34
TICK  235 - RF1<-memI[0x34]; PC++ | RF1=1/0x1
TICK  236 - ROutAddr<-ROutAddr+RF1 | ROutAddr=55/0x37 N=0,Z=0,V=0,C=0
TICK  237 @ 0x83000000 -  JMP JAbsAddr; PC++ | PC=54/0x36
TICK  238 - PC<-memI[0x2C]| PC=44/0x2C
TICK  239 @ 0x51C13A00 -  CMP RegReg; PC++ | PC=45/0x2D
TICK  240 - CMP RC, zero | N=0,Z=1,V=0,C=0; RC=0/0x0 zero=0/0x0
TICK  241 @ 0xC3000000 -  JE JAbsAddr; PC++ | PC=46/0x2E
TICK  242 - RF2<-memI[0x2E]; PC++ | RF2=55/0x37
TICK  243 - PC<-RF2 | PC=55/0x37
TICK  244 @ 0x62820000 -  IN Byte; PC++ | PC=56/0x38
TICK  245 - RInData <- port Char (71/0x47) | RInData=71/0x47
TICK  246 @ 0x04410000 -  MOV MvRegLowMem; PC++ | PC=57/0x39
TICK  247 - RF1 <- memI[0x39]; PC++ | RF1=57/0x39
TICK  248 - memD[0x39] <- RInData(byte) = 0x47
TICK  249 @ 0x04CA0000 -  MOV MvMemReg; PC++ | PC=59/0x3B
TICK  250 - RF1<-memI[59], PC++ | RF1=60/0x3C
TICK  251 - ROutAddr<-memD[3C] | ROutAddr=56/0x38
TICK  252 - ROutAddr<-memD[3D] | ROutAddr=56/0x38
TICK  253 - ROutAddr<-memD[3E] | ROutAddr=56/0x38
TICK  254 - ROutAddr<-memD[3F] | ROutAddr=  56/0x38
TICK  256 @ 0x0472A000 -  MOV MvRegIndToReg; PC++ | PC=61/0x3D
TICK  257 - RF2<-ROutAddr | RF2=56/0x38
TICK  258 - RC<-memD[38] | RC=1/0x1
TICK  259 - RC<-memD[39] | RC=18177/0x4701
TICK  260 - RC<-memD[3A] | RC=18177/0x4701
TICK  261 - RC<-memD[3B] | RC= 18177/0x4701
TICK  262 - RC=18177/0x4701
TICK  263 @ 0x8D732000 -  AND ImmReg; PC++ | PC=62/0x3E
TICK  264 - RT<-memI[0x3E]; PC++ | RT=255/0xFF
TICK  265 - RC<-RC & FF | RC=1/0x1
TICK  266 @ 0x424AA000 -  ADD MathRIR; PC++ | PC=64/0x40
TICK  267 - RF1<-memI[0x40]; PC++ | RF1=1/0x1
TICK  268 - ROutAddr<-ROutAddr+RF1 | ROutAddr=57/0x39 N=0,Z=0,V=0,C=0
TICK  269 @ 0x51C13A00 -  CMP RegReg; PC++ | PC=66/0x42
TICK  270 - CMP RC, zero | N=0,Z=0,V=0,C=0; RC=1/0x1 zero=0/0x0
TICK  271 @ 0xC3000000 -  JE JAbsAddr; PC++ | PC=67/0x43
TICK  272 - RF2<-memI[0x43]; PC++ | RF2=76/0x4C
TICK  273 - no jump | PC=68/0x44; N=0,Z=0,V=0,C=0
TICK  274 @ 0x05ECA000 -  MOV MvLowRegIndToReg; PC++ | PC=69/0x45
TICK  275 - ROutData <- memD[39] | ROutData=71/0x47
TICK  276 @ 0x6A820000 -  OUT Byte; PC++ | PC=70/0x46
TICK  277 - port 1 <- ROutData(0x47) char | [119 104 111 63 32 104 101 108 108 111 44 71]
TICK  278 @ 0x46532000 -  SUB MathRIR; PC++ | PC=71/0x47
TICK  279 - RF1<-memI[0x47]; PC++ | RF1=1/0x1
TICK  280 - RC<-RC-RF1 | RC=1/0x1
TICK  280 - RC<-RC-RF1 | RC=0/0x0 N=0,Z=1,V=0,C=1
TICK  281 @ 0x424AA000 -  ADD MathRIR; PC++ | PC=73/0x49
TICK  282 - RF1<-memI[0x49]; PC++ | RF1=1/0x1
TICK  283 - ROutAddr<-ROutAddr+RF1 | ROutAddr=58/0x3A N=0,Z=0,V=0,C=0
TICK  284 @ 0x83000000 -  JMP JAbsAddr; PC++ | PC=75/0x4B
TICK  285 - PC<-memI[0x41]| PC=65/0x41
TICK  286 @ 0x51C13A00 -  CMP RegReg; PC++ | PC=66/0x42
TICK  287 - CMP RC, zero | N=0,Z=1,V=0,C=0; RC=0/0x0 zero=0/0x0
TICK  288 @ 0xC3000000 -  JE JAbsAddr; PC++ | PC=67/0x43
TICK  289 - RF2<-memI[0x43]; PC++ | RF2=76/0x4C
TICK  290 - PC<-RF2 | PC=76/0x4C
TICK  291 @ 0x04C20000 -  MOV MvMemReg; PC++ | PC=77/0x4D
TICK  292 - RF1<-memI[77], PC++ | RF1=16/0x10
TICK  293 - RM1<-memD[10] | RM1=0/0x0
TICK  294 - RM1<-memD[11] | RM1=0/0x0
TICK  295 - RM1<-memD[12] | RM1=0/0x0
TICK  296 - RM1<-memD[13] | RM1=   0/0x0
TICK  298 @ 0x0B802000 -  PUSH SingleReg; PC++ | PC=79/0x4F
TICK  299 - SP=SP-4 | SP=316/0x13C
TICK  300 - RF1=SP | SP=316/0x13C
TICK  301 - memD[0x13C]<-RM1 | memD[0x13C]=0x0
TICK  302 - memD[0x13D]<-RM1 | memD[0x13D]=0x0
TICK  303 - memD[0x13E]<-RM1 | memD[0x13E]=0x0
TICK  304 - memD[0x13F]<-RM1 | memD[0x13F]=0x0
TICK  305 @ 0x04240000 -  MOV MvImmReg; PC++ | PC=80/0x50
TICK  306 - RM2<-#1; PC++ | SP=316/0x13C
TICK  307 @ 0x0F820000 -  POP SingleReg; PC++ | PC=82/0x52
TICK  308 - RF1<-SP | RF1=316/0x13C
TICK  309 - RM1<-memD[13C] | RM1=0/0x0
TICK  310 - RM1<-memD[13D] | RM1=0/0x0
TICK  311 - RM1<-memD[13E] | RM1=0/0x0
TICK  312 - RM1<-memD[13F] | RM1=   0/0x0
TICK  313 - SP=SP+4 | SP=316/0x13C
TICK  314 @ 0x42002400 -  ADD MathRRR; PC++ | PC=83/0x53
TICK  315 - RA<-RM1+RM2 | RA=1/0x1 N=0,Z=0,V=0,C=0
TICK  315 - RA<-RM1 + RM2 | RA=1/0x1
TICK  316 @ 0x04E00000 -  MOV MvRegMem; PC++ | PC=84/0x54
TICK  317 - RF1<-memI[0x54]; PC++ 
TICK  318 - memD[0x10]<-RA | memD[0x10]=0x1
TICK  319 - memD[0x11]<-RA | memD[0x11]=0x0
TICK  320 - memD[0x12]<-RA | memD[0x12]=0x0
TICK  321 - memD[0x13]<-RA | memD[0x13]=0x0
TICK  322 @ 0x04C20000 -  MOV MvMemReg; PC++ | PC=86/0x56
TICK  323 - RF1<-memI[86], PC++ | RF1=16/0x10
TICK  324 - RM1<-memD[10] | RM1=1/0x1
TICK  325 - RM1<-memD[11] | RM1=1/0x1
TICK  326 - RM1<-memD[12] | RM1=1/0x1
TICK  327 - RM1<-memD[13] | RM1=   1/0x1
TICK  329 @ 0x0B802000 -  PUSH SingleReg; PC++ | PC=88/0x58
TICK  330 - SP=SP-4 | SP=316/0x13C
TICK  331 - RF1=SP | SP=316/0x13C
TICK  332 - memD[0x13C]<-RM1 | memD[0x13C]=0x1
TICK  333 - memD[0x13D]<-RM1 | memD[0x13D]=0x0
TICK  334 - memD[0x13E]<-RM1 | memD[0x13E]=0x0
TICK  335 - memD[0x13F]<-RM1 | memD[0x13F]=0x0
TICK  336 @ 0x04C40000 -  MOV MvMemReg; PC++ | PC=89/0x59
TICK  337 - RF1<-memI[89], PC++ | RF1=20/0x14
TICK  338 - RM2<-memD[14] | RM2=3/0x3
TICK  339 - RM2<-memD[15] | RM2=3/0x3
TICK  340 - RM2<-memD[16] | RM2=3/0x3
TICK  341 - RM2<-memD[17] | RM2=   3/0x3
TICK  343 @ 0x0F820000 -  POP SingleReg; PC++ | PC=91/0x5B
TICK  344 - RF1<-SP | RF1=316/0x13C
TICK  345 - RM1<-memD[13C] | RM1=1/0x1
TICK  346 - RM1<-memD[13D] | RM1=1/0x1
TICK  347 - RM1<-memD[13E] | RM1=1/0x1
TICK  348 - RM1<-memD[13F] | RM1=   1/0x1
TICK  349 - SP=SP+4 | SP=316/0x13C
TICK  350 @ 0x51C02400 -  CMP RegReg; PC++ | PC=92/0x5C
TICK  351 - CMP RM1, RM2 | N=1,Z=0,V=0,C=1; RM1=1/0x1 RM2=3/0x3
TICK  352 @ 0xCF000000 -  JL JAbsAddr; PC++ | PC=93/0x5D
TICK  353 - RF2<-memI[0x5D]; PC++ | RF2=98/0x62
TICK  354 - JL taken → PC<-RF2 | PC=98/0x62
TICK  355 @ 0x93E20000 -  IRet NoOperands; PC++ | PC=99/0x63
TICK  356 - restore register values | PC=21/0x15
------------Exiting interruption------------
TICK  357 @ 0x0B802000 -  PUSH SingleReg; PC++ | PC=22/0x16
TICK  358 - SP=SP-4 | SP=316/0x13C
TICK  359 - RF1=SP | SP=316/0x13C
TICK  360 - memD[0x13C]<-RM1 | memD[0x13C]=0x1
TICK  361 - memD[0x13D]<-RM1 | memD[0x13D]=0x0
TICK  362 - memD[0x13E]<-RM1 | memD[0x13E]=0x0
TICK  363 - memD[0x13F]<-RM1 | memD[0x13F]=0x0
TICK  364 @ 0x04240000 -  MOV MvImmReg; PC++ | PC=23/0x17
