TICK    0 @ 0x77E00000 -  IntOff NoOperands; PC++ | PC=3/0x3
TICK  189 - RF1<-memI[0xF]; PC++ | RF1=1/0x1
TICK  190 - ROutAddr<-ROutAddr+RF1 | ROutAddr=16/0x10 N=0,Z=0,V=0,C=0
TICK  191 @ 0x83000000 -  JMP JAbsAddr; PC++ | PC=17/0x11
TICK  192 - PC<-memI[0x7]| PC=7/0x7
TICK  193 @ 0x51C13A00 -  CMP RegReg; PC++ | PC=8/0x8
TICK  194 - CMP RC, zero | N=0,Z=1,V=0,C=0; RC=0/0x0 zero=0/0x0
TICK  195 @ 0xC3000000 -  JE JAbsAddr; PC++ | PC=9/0x9
TICK  196 - RF2<-memI[0x9]; PC++ | RF2=18/0x12
TICK  197 - PC<-RF2 | PC=18/0x12
TICK  198 @ 0x1BE00000 -  HALT NoOperands; PC++ | PC=19/0x13
TICK  199 - simultaion stopped
